"unitid","institution name","year","HD2018.State abbreviation","DRVF2018.Endowment assets (year end) per FTE enrollment (GASB)","DRVF2018.Endowment assets (year end) per FTE enrollment (FASB)","HD2018.Institution size category","HD2018.State abbreviation","HD2018.FIPS state code","HD2018.Bureau of Economic Analysis (BEA) regions","HD2018.Sector of institution","HD2018.Level of institution","HD2018.Control of institution","HD2018.Degree-granting status","HD2018.Historically Black College or University","HD2018.Tribal college","HD2018.Land Grant Institution","HD2018.Degree of urbanization (Urban-centric locale)","HD2018.Data Feedback Report comparison group created by NCES","HD2018.Data Feedback Report - Institution submitted a custom comparison group","HD2018.Postsecondary and Title IV institution indicator","HD2018.Institutional category","HD2018.Carnegie Classification 2018: Basic","HD2018.Carnegie Classification 2018: Undergraduate Instructional Program","HD2018.Carnegie Classification 2018: Graduate Instructional Program","HD2018.Carnegie Classification 2018: Undergraduate Profile","HD2018.Carnegie Classification 2018: Enrollment Profile","HD2018.Carnegie Classification 2018: Size and Setting","HD2018.Carnegie Classification 2015: Basic","HD2018.Carnegie Classification 2005/2010: Basic","HD2018.Carnegie Classification 2000","HD2018.Institution size category","DRVEF2018.Total  enrollment","DRVEF2018.Undergraduate enrollment","DRVEF2018.Graduate enrollment"
"167093","New England College of Optometry","2018","Massachusetts",,"45563","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Other health professions schools, public or private not-for-profit/2 of 3","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Special Focus Four-Year: Other Health Professions Schools","Professions focus, no graduate coexistence","Postbaccalaureate: Other-dominant, with Arts & Sciences","Not classified (Exclusively Graduate)","Exclusively graduate","Exclusively graduate/professional","Special Focus Four-Year: Other Health Professions Schools","Other health professions schools","Other separate health profession schools","Under 1,000","522","0","522"
"167215","New England Law-Boston","2018","Massachusetts",,"170589","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Schools of law","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Special Focus Four-Year: Law Schools","Not Classified (Exclusively Graduate Programs)","Postbaccalaureate: Single program-Other","Not classified (Exclusively Graduate)","Exclusively graduate","Exclusively graduate/professional","Special Focus Four-Year: Law Schools","Schools of law","Schools of law","Under 1,000","542","0","542"
"167224","New England School of Photography","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private for-profit, less-than 2-year","Less than 2 years (below associate)","Private for-profit","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","City: Small","Nondegree-granting private for-profit, academic year reporter/1 of 2","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","40","40","0"
"167251","Newbury College","2018","Massachusetts",,"858","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Baccalaureate Colleges--Diverse Fields, private not-for-profit/5 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Diverse Fields","Professions plus arts & sciences, no graduate coexistence","Not classified (Exclusively Undergraduate)","Four-year, full-time, selective, lower transfer-in","Exclusively undergraduate four-year","Four-year, very small, primarily residential","Baccalaureate Colleges: Diverse Fields","Baccalaureate Colleges--Diverse Fields","Baccalaureate/Associates Colleges","Under 1,000","636","636","0"
"167260","Nichols College","2018","Massachusetts",,"10368","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Schools of business and management, private not-for-profit","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Business & Management Schools","Professions focus, some graduate coexistence","Postbaccalaureate: Business-dominant, with other professional programs","Four-year, full-time, inclusive, lower transfer-in","Very high undergraduate","Four-year, small, highly residential","Special Focus Four-Year: Business & Management Schools","Baccalaureate Colleges--Diverse Fields","Schools of business and management","1,000 - 4,999","1592","1322","270"
"167288","Massachusetts College of Liberal Arts","2018","Massachusetts","8556",,"1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 4-year or above","Four or more years","Public","Degree-granting","No","No","Not a Land Grant Institution","Town: Fringe","Baccalaureate Colleges--Arts & Sciences, public","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences plus professions, some graduate coexistence","Postbaccalaureate: Education-dominant, with other professional programs","Four-year, full-time, selective, higher transfer-in","Very high undergraduate","Four-year, small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--Liberal Arts","1,000 - 4,999","1452","1277","175"
"167297","North Bennet Street School","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 2-year","At least 2 but less than 4 years","Private not-for-profit","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","City: Large","Nondegree-granting, private not-for-profit, largest program - manufacturing, construction, repair, and transportation","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","152","152","0"
"167312","North Shore Community College","2018","Massachusetts","2216",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional, public/3 of 4","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: Mixed Transfer/Vocational & Technical-High Traditional","Associate's Colleges: Mixed Transfer/Career & Technical","Not classified (Exclusively Undergraduate)","Two-year, higher part-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional","Associate's--Public Suburban-serving Multicampus","Associates Colleges","5,000 - 9,999","5763","5763","0"
"167358","Northeastern University","2018","Massachusetts",,"34253","20,000 and above","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Doctoral Universities: Highest Research Activity, private not-for-profit","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Doctoral Universities: Very High Research Activity","Balanced arts & sciences/professions, high graduate coexistence","Research Doctoral: Comprehensive programs, no medical/veterinary school","Four-year, full-time, more selective, lower transfer-in","Majority undergraduate","Four-year, large, highly residential","Doctoral Universities: Highest Research Activity","Research Universities (high research activity)","Doctoral/Research Universities--Extensive","20,000 and above","21627","13909","7718"
"167376","Northern Essex Community College","2018","Massachusetts","1255",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional, public/3 of 4","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: Mixed Transfer/Vocational & Technical-High Traditional","Associate's Colleges: Mixed Transfer/Career & Technical","Not classified (Exclusively Undergraduate)","Two-year, higher part-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: High Transfer-High Traditional","Associate's--Public Suburban-serving Multicampus","Associates Colleges","5,000 - 9,999","5233","5233","0"
"167394","College of Our Lady of the Elms","2018","Massachusetts",,"6484","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Masters Colleges and Universities (medium programs), private not-for-profit/3 of 4","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Medium Programs","Professions plus arts & sciences, some graduate coexistence","Postbaccalaureate: Education-dominant, with other professional programs","Four-year, full-time, inclusive, higher transfer-in","High undergraduate","Four-year, small, primarily residential","Master's Colleges & Universities: Small Programs","Baccalaureate Colleges--Diverse Fields","Masters Colleges and Universities II","1,000 - 4,999","1531","1151","380"
"167455","Pine Manor College","2018","Massachusetts",,"21591","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Baccalaureate Colleges--Arts & Sciences, private not-for-profit/7 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences plus professions, some graduate coexistence","Postbaccalaureate: Single program-Other","Four-year, full-time, more selective, higher transfer-in","Very high undergraduate","Four-year, very small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--Liberal Arts","Under 1,000","423","373","50"
"167464","Pope St John XXIII National Seminary","2018","Massachusetts",,"64705","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Theological seminaries/Bible colleges/faith-related institutions, highest level-postbaccalaureate, undergraduate degrees/certificates not offered","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Special Focus Four-Year: Faith-Related Institutions","Not Classified (Exclusively Graduate Programs)","Postbaccalaureate: Single program-Other","Not classified (Exclusively Graduate)","Exclusively graduate","Exclusively graduate/professional","Special Focus Four-Year: Faith-Related Institutions","Theological seminaries, Bible colleges, and other faith-related institutions","Theological seminaries and other specialized faith-related institutions","Under 1,000","60","0","60"
"167525","Quincy College","2018","Massachusetts",,,"1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Associate's Colleges: Mixed Transfer/Career & Technical-Mixed Traditional/Nontraditional, public/2 of 3","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: Mixed Transfer/Vocational & Technical-Mixed Traditional/Nontraditional","Associate's Colleges: High Transfer","Not classified (Exclusively Undergraduate)","Two-year, higher part-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional","Associate's--Public Suburban-serving Multicampus","Associates Colleges","1,000 - 4,999","3500","3500","0"
"167534","Quinsigamond Community College","2018","Massachusetts","800",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","City: Midsize","Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional, public/2 of 4","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: Mixed Transfer/Vocational & Technical-High Traditional","Associate's Colleges: Mixed Transfer/Career & Technical","Not classified (Exclusively Undergraduate)","Two-year, higher part-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: High Transfer-High Traditional","Associate's--Public Urban-serving Single Campus","Associates Colleges","5,000 - 9,999","7263","7263","0"
"167598","Regis College","2018","Massachusetts",,"19475","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Other health professions schools, public or private not-for-profit/1 of 3","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Other Health Professions Schools","Professions focus, some graduate coexistence","Postbaccalaureate: Other-dominant, with Arts & Sciences","Four-year, full-time, inclusive, lower transfer-in","Majority undergraduate","Four-year, small, highly residential","Special Focus Four-Year: Other Health Professions Schools","Other health professions schools","Masters Colleges and Universities II","1,000 - 4,999","2757","1395","1362"
"167631","Roxbury Community College","2018","Massachusetts","2052",,"1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Associate's Colleges: High Transfer-High Traditional, public/4 of 4","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: High Transfer-High Traditional","Associate's Colleges: High Transfer","Not classified (Exclusively Undergraduate)","Two-year, higher part-time","Exclusively undergraduate two-year","Two-year, small","Associate's Colleges: High Transfer-High Traditional","Associate's--Public Suburban-serving Multicampus","Associates Colleges","1,000 - 4,999","2007","2007","0"
"167677","Saint John's Seminary","2018","Massachusetts",,"231527","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Theological seminaries/Bible colleges/faith-related institutions, highest level-postbaccalaureate, undergraduate degrees/certificates offered/2 of 2","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Special Focus Four-Year: Faith-Related Institutions","Professions focus, high graduate coexistence","Postbaccalaureate: Other-dominant, with other professional programs","Four-year, full-time, inclusive, higher transfer-in","Majority graduate","Four-year, very small, highly residential","Special Focus Four-Year: Faith-Related Institutions","Theological seminaries, Bible colleges, and other faith-related institutions","Theological seminaries and other specialized faith-related institutions","Under 1,000","143","27","116"
"167729","Salem State University","2018","Massachusetts","3221",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 4-year or above","Four or more years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Masters Colleges and Universities (larger programs), public/3 of 5","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Larger Programs","Professions plus arts & sciences, some graduate coexistence","Postbaccalaureate: Comprehensive programs","Four-year, full-time, selective, higher transfer-in","High undergraduate","Four-year, medium, primarily residential","Master's Colleges & Universities: Larger Programs","Master's Colleges and Universities (larger programs)","Masters Colleges and Universities I","5,000 - 9,999","8338","6811","1527"
"167738","Salter College-West Boylston","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private for-profit, 2-year","At least 2 but less than 4 years","Private for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Special Focus Two Year: Health, private for-profit/6 of 6","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Special Focus Two-Year: Health Professions","Special Focus: Two-Year Institution","Not classified (Exclusively Undergraduate)","Two-year, medium full-time","Exclusively undergraduate two-year","Two-year, very small","Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional","Associate's--Private For-profit","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","32","32","0"
"167783","Simmons University","2018","Massachusetts",,"30910","5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Doctoral/Professional Universities, private not-for-profit/1 of 3","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Doctoral/Professional Universities","Balanced arts & sciences/professions, some graduate coexistence","Research Doctoral: STEM-dominant","Four-year, full-time, more selective, lower transfer-in","Majority graduate","Four-year, medium, highly residential","Master's Colleges & Universities: Larger Programs","Master's Colleges and Universities (larger programs)","Masters Colleges and Universities I","5,000 - 9,999","6082","1809","4273"
"167792","Bard College at Simon's Rock","2018","Massachusetts",,"2735","Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Town: Distant","Degree-granting four-year, primarily associate's,  Mixed Baccalaureate/Associate's, private not-for-profit","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's","Baccalaureate/Associates Colleges","Not classified (Exclusively Undergraduate)","Four-year, full-time, selective, lower transfer-in","Exclusively undergraduate four-year","Four-year, very small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate/Associate's Colleges","Baccalaureate/Associates Colleges","Under 1,000","396","396","0"
"167835","Smith College","2018","Massachusetts",,"611178","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Baccalaureate Colleges--Arts & Sciences, private not-for-profit/1 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences focus, some graduate coexistence","Research Doctoral: Single program-Other","Four-year, full-time, more selective, lower transfer-in","High undergraduate","Four-year, small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--Liberal Arts","1,000 - 4,999","2903","2502","401"
"167871","Southeastern Technical Institute","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, less-than 2-year","Less than 2 years (below associate)","Public","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","Rural: Fringe","Nondegree-granting public,  largest program - health/4 of 7","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","134","134","0"
"167899","Springfield College","2018","Massachusetts",,"23530","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Midsize","Masters Colleges and Universities (larger programs), private not-for-profit/3 of 5","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Larger Programs","Professions plus arts & sciences, some graduate coexistence","Research Doctoral: Professional-dominant","Four-year, full-time, selective, lower transfer-in","Majority undergraduate","Four-year, medium, highly residential","Master's Colleges & Universities: Larger Programs","Master's Colleges and Universities (larger programs)","Masters Colleges and Universities I","1,000 - 4,999","3139","2129","1010"
"167905","Springfield Technical Community College","2018","Massachusetts","319",,"1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 2-year","At least 2 but less than 4 years","Public","Degree-granting","No","No","Not a Land Grant Institution","City: Midsize","Associate's Colleges: High Career & Technical-High Traditional, public/1 of 2","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, associate's and certificates","Associate's Colleges: High Vocational & Technical-High Traditional","Associate's Colleges: Mixed Transfer/Career & Technical","Not classified (Exclusively Undergraduate)","Two-year, mixed part/full-time","Exclusively undergraduate two-year","Two-year, medium","Associate's Colleges: High Transfer-High Traditional","Associate's--Public Urban-serving Single Campus","Associates Colleges","1,000 - 4,999","4921","4921","0"
"167987","University of Massachusetts-Dartmouth","2018","Massachusetts","7372",,"5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Public, 4-year or above","Four or more years","Public","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Midsize","Doctoral Universities: Higher Research Activity, public/3 of 3","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Doctoral Universities: High Research Activity","Balanced arts & sciences/professions, some graduate coexistence","Research Doctoral: Professional-dominant","Four-year, full-time, selective, higher transfer-in","High undergraduate","Four-year, medium, highly residential","Doctoral Universities: Higher Research Activity","Master's Colleges and Universities (larger programs)","Masters Colleges and Universities I","5,000 - 9,999","8513","6841","1672"
"167996","Stonehill College","2018","Massachusetts",,"83895","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Baccalaureate Colleges--Arts & Sciences, private not-for-profit/1 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences plus professions, no graduate coexistence","Not classified (Exclusively Undergraduate)","Four-year, full-time, selective, lower transfer-in","Exclusively undergraduate four-year","Four-year, small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--General","1,000 - 4,999","2556","2535","21"
"168005","Suffolk University","2018","Massachusetts",,"34598","5,000 - 9,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Masters Colleges and Universities (larger programs), private not-for-profit/1 of 5","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Larger Programs","Balanced arts & sciences/professions, some graduate coexistence","Research Doctoral: Professional-dominant","Four-year, full-time, selective, higher transfer-in","High undergraduate","Four-year, medium, primarily residential","Doctoral Universities: Moderate Research Activity","Master's Colleges and Universities (larger programs)","Masters Colleges and Universities I","5,000 - 9,999","7186","5044","2142"
"168032","Rob Roy Academy-Taunton","2018","Massachusetts",,,"Under 1,000","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private for-profit, less-than 2-year","Less than 2 years (below associate)","Private for-profit","Nondegree-granting, primarily postsecondary","No","No","Not a Land Grant Institution","Suburb: Large","Nondegree-granting private for-profit,  largest program - cosmetology/34 of 37","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","Under 1,000","24","24","0"
"168148","Tufts University","2018","Massachusetts",,"157828","10,000 - 19,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Doctoral Universities: Highest Research Activity, private not-for-profit","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Doctoral Universities: Very High Research Activity","Arts & sciences focus, high graduate coexistence","Research Doctoral: Comprehensive programs, with medical/veterinary school","Four-year, full-time, more selective, lower transfer-in","Majority undergraduate","Four-year, large, highly residential","Doctoral Universities: Highest Research Activity","Research Universities (very high research activity)","Doctoral/Research Universities--Extensive","10,000 - 19,999","11586","5643","5943"
"168218","Wellesley College","2018","Massachusetts",,"774545","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","Suburb: Large","Baccalaureate Colleges--Arts & Sciences, private not-for-profit/1 of 7","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Baccalaureate Colleges: Arts & Sciences Focus","Arts & sciences focus, no graduate coexistence","Not classified (Exclusively Undergraduate)","Four-year, full-time, more selective, lower transfer-in","Exclusively undergraduate four-year","Four-year, small, highly residential","Baccalaureate Colleges: Arts & Sciences Focus","Baccalaureate Colleges--Arts & Sciences","Baccalaureate Colleges--Liberal Arts","1,000 - 4,999","2534","2534","0"
"168227","Wentworth Institute of Technology","2018","Massachusetts",,"23608","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Large","Masters Colleges and Universities (medium programs), private not-for-profit/1 of 4","Yes, institution submitted a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Master's Colleges & Universities: Medium Programs","Professions focus, some graduate coexistence","Postbaccalaureate: Other-dominant, with Arts & Sciences","Four-year, full-time, more selective, lower transfer-in","Very high undergraduate","Four-year, medium, highly residential","Master's Colleges & Universities: Medium Programs","Baccalaureate Colleges--Diverse Fields","Schools of engineering and technology","1,000 - 4,999","4516","4341","175"
"168254","Western New England University","2018","Massachusetts",,"18165","1,000 - 4,999","Massachusetts","Massachusetts","New England CT ME MA NH RI VT","Private not-for-profit, 4-year or above","Four or more years","Private not-for-profit","Degree-granting","No","No","Not a Land Grant Institution","City: Midsize","Doctoral/Professional Universities, private not-for-profit/2 of 3","No, institution did not submit a custom comparison group","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Doctoral/Professional Universities","Professions plus arts & sciences, some graduate coexistence","Research Doctoral: Humanities/social sciences-dominant","Four-year, full-time, selective, lower transfer-in","High undergraduate","Four-year, medium, highly residential","Master's Colleges & Universities: Medium Programs","Master's Colleges and Universities (medium programs)","Masters Colleges and Universities I","1,000 - 4,999","3780","2751","1029"
